"EFFECTIVE_START_DATE","EFFECTIVE_END_DATE","PERSON_ID","PERSON_NUMBER","BLOOD_TYPE","CORRESPONDENCE_LANGUAGE","START_DATE","DATE_OF_BIRTH","DATE_OF_DEATH","COUNTRY_OF_BIRTH","REGION_OF_BIRTH","TOWN_OF_BIRTH","SOURCESYSTEMOWNER","SOURCESYSTEMID","ACTIONCODE","REASONCODE","PERSONDUPLICATECHECK","RETIREMENTDATE"
"24-05-1993","31-12-4712",176,"96",,,"24-05-1993","22-03-1966",,,,,,,,,,
"24-04-2004","31-12-4712",10891,"1069",,,"24-04-2004","10-09-1959",,,,,,,,,,
"24-02-2007","31-12-4712",14078,"135",,,"24-02-2007","22-10-1955",,,,,,,,,,
"24-02-2001","31-12-4712",3246,"306",,,"14-02-2001","10-08-1955",,,,,,,,,,
"24-02-2001","31-12-4712",3245,"304",,,"14-02-2001","19-03-1977",,,,,,,,,,
"24-02-2001","31-12-4712",3244,"305",,,"22-01-2001","07-02-1962",,,,,,,,,,
"24-01-2011","31-12-4712",29379,"2058",,,"14-06-2009","12-12-1966",,,,,,,,,,
"24-01-2002","31-12-4712",6164,"546",,,"24-01-2002","24-01-1968",,,,,,,,,,
"23-12-2011","31-12-4712",29596,"346",,,"12-12-2009","07-05-1971",,,,,,,,,,
"23-12-2011","31-12-4712",29157,"1940",,,"12-12-2009","07-05-1971",,,,,,,,,,
"23-12-2010","31-12-4712",29133,"1924",,,"14-12-2008","07-05-1971",,,,,,,,,,
"23-12-2010","31-12-4712",29572,"330",,,"14-12-2007","07-05-1971",,,,,,,,,,
"23-12-2009","31-12-4712",22938,"1726",,,"12-12-2007","30-11-1974",,,,,,,,,,
"23-12-2008","31-12-4712",27808,"165",,,"14-12-2006","03-02-1970",,,,,,,,,,
"23-12-2008","31-12-4712",27784,"314",,,"14-12-2006","03-02-1970",,,,,,,,,,
"23-12-2008","31-12-4712",22914,"1710",,,"14-12-2006","30-11-1974",,,,,,,,,,
"23-12-2007","31-12-4712",24211,"149",,,"14-12-2005","03-02-1970",,,,,,,,,,
"23-12-2007","31-12-4712",16605,"1562",,,"16-12-2005","03-02-1970",,,,,,,,,,
"23-12-2007","31-12-4712",23286,"209",,,"14-12-2005","03-02-1970",,,,,,,,,,
"23-12-2007","31-12-4712",29279,"1958",,,"16-01-2001","12-12-1966",,,,,,,,,,
"23-12-2004","31-12-4712",23176,"1823",,,"16-01-1996","12-12-1966",,,,,,,,,,
"23-12-1997","31-12-4712",301,"142",,,"23-12-1997","19-05-1968",,,,,,,,,,
"23-12-1997","31-12-4712",300,"141",,,"23-12-1997","06-06-1957",,,,,,,,,,
"23-11-2013","31-12-4712",29369,"2048",,,"22-12-2010","22-10-1965",,,,,,,,,,
"23-11-2010","31-12-4712",28868,"454",,,"23-11-2010","04-04-1962",,,,,,,,,,
"23-11-2008","31-12-4712",29344,"2023",,,"10-02-2008","22-06-1975",,,,,,,,,,
"23-11-2008","31-12-4712",28154,"335",,,"23-11-2008","04-04-1962",,,,,,,,,,
"23-11-2008","31-12-4712",28245,"381",,,"23-11-2008","04-04-1962",,,,,,,,,,
"23-11-2007","31-12-4712",28941,"426",,,"23-11-2007","04-04-1962",,,,,,,,,,
"23-11-2007","31-12-4712",13764,"1376",,,"17-10-2005","10-08-1960",,,,,,,,,,
"23-11-2005","31-12-4712",23456,"234",,,"23-11-2005","04-04-1962",,,,,,,,,,
"23-11-2005","31-12-4712",15999,"276",,,"23-11-2005","04-04-1962",,,,,,,,,,
"23-11-2005","31-12-4712",13866,"1478",,,"10-02-2005","22-10-1955",,,,,,,,,,
"23-11-2005","31-12-4712",23326,"233",,,"30-07-2000","12-12-1966",,,,,,,,,,
"23-11-2002","31-12-4712",11458,"1242",,,"23-11-2002","10-08-1968",,,,,,,,,,
"23-10-2008","31-12-4712",29308,"1987",,,"22-02-2007","22-10-1972",,,,,,,,,,
"23-10-2006","31-12-4712",13789,"1401",,,"16-06-2006","04-04-1962",,,,,,,,,,
"23-10-2005","31-12-4712",13722,"1334",,,"22-02-2005","22-10-1955",,,,,,,,,,
"23-10-2003","31-12-4712",12977,"151",,,"15-09-2003","29-04-1959",,,,,,,,,,
"23-10-2003","31-12-4712",10929,"1107",,,"17-02-2001","10-09-1959",,,,,,,,,,
"23-10-2003","31-12-4712",12701,"143",,,"10-06-1999","20-12-1966",,,,,,,,,,
"23-10-2003","31-12-4712",12694,"136",,,"10-06-1999","16-04-1956",,,,,,,,,,
"23-10-2003","31-12-4712",12894,"1275",,,"23-10-2003","01-04-1961",,"US","Eastern United States","Atlanta",,,,,,
"23-09-2008","31-12-4712",29353,"2032",,,"20-09-2006","12-12-1966",,,,,,,,,,
"23-09-2008","31-12-4712",29307,"1986",,,"20-09-2002","12-12-1966",,,,,,,,,,
"23-09-2005","31-12-4712",13875,"1487",,,"20-09-2002","12-12-1966",,,,,,,,,,
"23-09-2005","31-12-4712",13721,"1333",,,"20-09-2002","12-12-1966",,,,,,,,,,
"23-08-2009","31-12-4712",28848,"434",,,"23-08-2009","12-12-1966",,,,,,,,,,
"23-08-2007","31-12-4712",28134,"315",,,"23-08-2007","12-12-1966",,,,,,,,,,
"23-08-2007","31-12-4712",28225,"361",,,"23-08-2007","12-12-1966",,,,,,,,,,
"23-08-2006","31-12-4712",28921,"406",,,"23-08-2006","12-12-1966",,,,,,,,,,
"23-08-2004","31-12-4712",15979,"256",,,"23-08-2004","12-12-1966",,,,,,,,,,
"23-08-2004","31-12-4712",23436,"214",,,"23-08-2004","12-12-1966",,,,,,,,,,
"23-08-2003","31-12-4712",14056,"113",,,"15-05-2002","10-09-1959",,,,,,,,,,
"23-08-2000","31-12-4712",13504,"1292",,,"23-08-2000","31-12-1951",,,,,,,,,,
"23-07-2008","31-12-4712",23343,"250",,,"12-01-2007","28-02-1949",,,,,,,,,,
"23-07-2004","31-12-4712",15453,"203",,,"23-07-2004","23-03-1964",,,,,,,,,,
"23-07-2004","31-12-4712",15444,"194",,,"23-07-2004","13-08-1965",,,,,,,,,,
"23-07-2004","31-12-4712",15443,"193",,,"23-07-2004","27-08-1972",,,,,,,,,,
"23-07-2003","31-12-4712",12301,"114",,,"23-07-2003","17-12-1960",,,,,,,,,,
"23-07-2002","31-12-4712",14022,"79",,,"13-01-2001","10-09-1959",,,,,,,,,,
"23-06-2011","31-12-4712",29123,"1919",,,"05-09-2008","19-07-1965",,,,,,,,,,
"23-06-2011","31-12-4712",29147,"1935",,,"05-09-2009","19-07-1965",,,,,,,,,,
"23-06-2011","31-12-4712",29562,"325",,,"05-09-2008","19-07-1965",,,,,,,,,,
"23-06-2011","31-12-4712",29586,"341",,,"05-09-2009","19-07-1965",,,,,,,,,,
"23-06-2009","31-12-4712",22904,"1705",,,"05-09-2006","03-02-1970",,,,,,,,,,
"23-06-2009","31-12-4712",29301,"1980",,,"02-10-2002","10-08-1975",,,,,,,,,,
"23-06-2009","31-12-4712",22928,"1721",,,"05-09-2007","03-02-1970",,,,,,,,,,
"23-06-2007","31-12-4712",13773,"1385",,,"23-06-2007","12-12-1966",,,,,,,,,,
"23-06-2004","31-12-4712",13715,"1327",,,"02-10-2000","10-08-1960",,,,,,,,,,
"23-06-2003","31-12-4712",11274,"1211",,,"23-06-2003","19-06-1966",,,,,,,,,,
"23-06-2003","31-12-4712",12296,"109",,,"23-06-2003","29-06-1964",,,,,,,,,,
"23-06-1998","31-12-4712",11,"10",,,"22-02-1994","11-09-1958",,,,,,,,,,
"23-05-2006","31-12-4712",28853,"439",,,"23-05-2006","12-12-1966",,,,,,,,,,
"23-05-2005","31-12-4712",14163,"1515",,,"30-12-2001","16-05-1957",,,,,,,,,,
"23-05-2004","31-12-4712",28230,"366",,,"23-05-2004","12-12-1966",,,,,,,,,,
"23-05-2001","31-12-4712",4844,"431",,,"23-05-2001","10-08-1968",,,,,,,,,,
"23-05-2001","31-12-4712",4845,"432",,,"23-05-2001","10-08-1963",,,,,,,,,,
"23-05-2001","31-12-4712",4846,"433",,,"23-05-2001","10-08-1961",,,,,,,,,,
"23-05-2001","31-12-4712",15984,"261",,,"23-05-2001","12-12-1966",,,,,,,,,,
"23-05-2000","31-12-4712",2853,"268",,,"15-06-1998","22-10-1944",,,,,,,,,,
"23-04-2012","31-12-4712",29350,"2029",,,"09-02-2008","06-08-1960",,,,,,,,,,
"23-04-2011","31-12-4712",29388,"2067",,,"13-12-2009","10-09-1959",,,,,,,,,,
"23-04-2006","31-12-4712",14076,"133",,,"20-04-2005","10-09-1959",,,,,,,,,,
"23-04-2005","31-12-4712",11001,"1134",,,"12-08-2002","10-08-1960",,,,,,,,,,
"23-04-2005","31-12-4712",23353,"260",,,"22-08-2000","10-09-1959",,,,,,,,,,
"23-03-2004","31-12-4712",11071,"1192",,,"14-09-2002","10-08-1960",,,,,,,,,,
"23-03-2004","31-12-4712",10910,"1088",,,"14-09-2003","10-08-1960",,,,,,,,,,
"23-03-2002","31-12-4712",11461,"1245",,,"23-03-2002","10-08-1968",,,,,,,,,,
"23-03-2002","31-12-4712",11050,"1171",,,"12-12-1998","10-09-1959",,,,,,,,,,
"23-03-2002","31-12-4712",10892,"1070",,,"12-12-1998","10-09-1959",,,,,,,,,,
"23-03-2001","31-12-4712",3210,"299",,,"22-05-2000","21-02-1966",,,,,,,,,,
"23-02-2011","31-12-4712",29415,"2094",,,"30-11-2007","28-02-1969",,,,,,,,,,
"23-02-2010","31-12-4712",29407,"2086",,,"14-08-2007","19-06-1971",,,,,,,,,,
"23-02-2009","31-12-4712",29326,"2005",,,"07-08-2007","12-12-1966",,,,,,,,,,
"23-02-2007","31-12-4712",13787,"1399",,,"30-11-2005","28-02-1949",,,,,,,,,,
"23-02-2006","31-12-4712",13763,"1375",,,"14-08-2005","19-06-1951",,,,,,,,,,
"23-02-2004","31-12-4712",14149,"1503",,,"17-02-2001","15-09-1959",,,,,,,,,,
"23-02-2003","31-12-4712",18719,"1564",,,"08-12-2001","12-07-1977",,,,,,,,,,
"23-02-2003","31-12-4712",19897,"147",,,"23-02-2003","19-11-1969",,,,,,,,,,
"23-02-2003","31-12-4712",19896,"146",,,"23-02-2003","05-09-1971",,,,,,,,,,
"23-02-2001","31-12-4712",11463,"1247",,,"23-02-2001","10-08-1968",,,,,,,,,,
"23-02-2001","31-12-4712",3268,"39",,,"01-07-1999","18-09-1976",,"US","Southeast","Callahan",,,,,,
"23-01-2010","31-12-4712",29396,"2075",,,"30-08-2006","22-10-1965",,,,,,,,,,
"23-01-2010","31-12-4712",29275,"1954",,,"02-10-2003","04-04-1962",,,,,,,,,,
"23-01-2010","31-12-4712",29401,"2080",,,"03-10-2007","28-02-1969",,,,,,,,,,
"23-01-2007","31-12-4712",23172,"1819",,,"02-10-2000","04-04-1962",,,,,,,,,,
"23-01-2007","31-12-4712",13838,"1450",,,"30-08-2005","22-10-1955",,,,,,,,,,
"23-01-2006","31-12-4712",13749,"1361",,,"03-10-2005","28-02-1949",,,,,,,,,,
"23-01-2005","31-12-4712",13783,"1395",,,"23-01-2005","10-09-1959",,,,,,,,,,
"23-01-2002","31-12-4712",6124,"77",,,"23-01-2002","27-02-1960",,,,,,,,,,
"22-12-2007","31-12-4712",13811,"1423",,,"22-12-2007","22-10-1955",,,,,,,,,,
"22-12-2002","31-12-4712",9811,"1017",,,"22-12-2002","21-06-1961",,,,,,,,,,
"22-12-1996","31-12-4712",6512,"584",,,"22-12-1996","02-04-1961",,,,,,,,,,
"22-11-2005","31-12-4712",27198,"288",,,"22-11-2005","12-04-1968",,,,,,,,,,
"22-10-2007","31-12-4712",13771,"1383",,,"22-10-2007","10-08-1960",,,,,,,,,,
"22-10-2003","31-12-4712",12338,"129",,,"23-02-1997","31-01-1968",,,,,,,,,,
"22-10-2000","31-12-4712",3211,"300",,,"23-06-1987","12-01-1960",,,,,,,,,,
"22-09-2004","31-12-4712",10893,"1071",,,"22-09-2004","12-12-1966",,,,,,,,,,
"22-09-2003","31-12-4712",10906,"1084",,,"22-09-2003","12-12-1966",,,,,,,,,,
"22-08-2002","31-12-4712",23352,"259",,,"22-08-2002","10-08-1960",,,,,,,,,,
"22-07-2011","31-12-4712",29405,"2084",,,"31-01-2008","12-12-1966",,,,,,,,,,
"22-07-2007","31-12-4712",13759,"1371",,,"31-01-2006","12-12-1966",,,,,,,,,,
"22-07-2002","31-12-4712",10917,"1095",,,"22-07-2002","04-04-1962",,,,,,,,,,
"22-06-2009","31-12-4712",28842,"428",,,"15-03-2007","22-10-1955",,,,,,,,,,
"22-06-2007","31-12-4712",28219,"355",,,"15-03-2005","22-10-1955",,,,,,,,,,
"22-06-2007","31-12-4712",28128,"309",,,"15-03-2005","22-10-1975",,,,,,,,,,
"22-06-2006","31-12-4712",28915,"400",,,"15-03-2004","22-10-1975",,,,,,,,,,
"22-06-2004","31-12-4712",23430,"208",,,"15-03-2002","22-10-1975",,,,,,,,,,
"22-06-2004","31-12-4712",15973,"250",,,"15-03-2002","22-10-1955",,,,,,,,,,
"22-06-2001","31-12-4712",11357,"1216",,,"22-06-2001","01-06-1951",,,,,,,,,,
"22-06-2001","31-12-4712",5063,"464",,,"22-06-2001","01-01-1960",,,,,,,,,,
"22-06-2000","31-12-4712",2855,"271",,,"15-06-2000","15-12-1970",,,,,,,,,,
"22-06-2000","31-12-4712",2856,"270",,,"15-06-2000","05-06-1960",,,,,,,,,,
"22-06-2000","31-12-4712",11026,"1159",,,"01-01-2000","12-12-1966",,,,,,,,,,
"22-05-2007","31-12-4712",13840,"1452",,,"22-05-2007","19-06-1951",,,,,,,,,,
"22-05-2005","31-12-4712",14107,"164",,,"22-05-2005","10-08-1960",,,,,,,,,,
"22-05-2002","31-12-4712",5006,"455",,,"01-01-2002","25-11-1962",,,,,,,,,,
"22-05-2001","31-12-4712",4822,"430",,,"22-05-2001","04-08-1964",,,,,,,,,,
"22-05-1964","31-12-4712",22,"21",,,"22-05-1964","15-06-1944",,,,,,,,,,
"22-04-2009","31-12-4712",28840,"426",,,"22-04-2009","10-08-1960",,,,,,,,,,
"22-04-2007","31-12-4712",13806,"1418",,,"22-04-2007","10-08-1960",,,,,,,,,,
"22-04-2007","31-12-4712",28217,"353",,,"22-04-2007","10-08-1960",,,,,,,,,,
"22-04-2007","31-12-4712",28126,"307",,,"22-04-2007","10-08-1960",,,,,,,,,,
"22-04-2006","31-12-4712",28913,"398",,,"22-04-2006","10-08-1960",,,,,,,,,,
"22-04-2004","31-12-4712",15971,"248",,,"22-04-2004","10-08-1960",,,,,,,,,,
"22-04-2004","31-12-4712",23428,"206",,,"22-04-2004","10-08-1960",,,,,,,,,,
"22-04-1998","31-12-4712",856,"168",,,"15-02-1997","13-02-1967",,,,,,,,,,
"22-03-2000","31-12-4712",2611,"258",,,"19-10-1999","11-04-1929",,,,,,,,,,
"22-02-2009","31-12-4712",29331,"2010",,,"22-02-2007","04-04-1962",,,,,,,,,,
"22-02-2007","31-12-4712",13850,"1462",,,"22-02-2007","04-04-1962",,,,,,,,,,
"22-02-2006","31-12-4712",23183,"1830",,,"22-02-2006","04-04-1962",,,,,,,,,,
"22-02-2005","31-12-4712",23374,"281",,,"22-02-2005","10-09-1959",,,,,,,,,,
"22-02-2002","31-12-4712",23349,"256",,,"11-02-2000","12-12-1966",,,,,,,,,,
"22-02-2001","31-12-4712",4380,"394",,,"22-02-2001","10-08-1968",,,,,,,,,,
"22-02-2001","31-12-4712",4383,"52",,,"22-02-2001","21-11-1971",,,,,,,,,,
"22-01-2005","31-12-4712",13882,"1494",,,"22-01-2005","22-10-1955",,,,,,,,,,
"22-01-2004","31-12-4712",23354,"261",,,"22-01-2004","12-12-1966",,,,,,,,,,
"22-01-1994","31-12-4712",18,"17",,,"22-01-1994","12-11-1962",,,,,,,,,,
"21-12-2009","31-12-4712",29316,"1995",,,"09-08-2008","10-09-1968",,,,,,,,,,
"21-12-2008","31-12-4712",29295,"1974",,,"03-11-2002","22-10-1972",,,,,,,,,,
"21-12-2007","31-12-4712",29303,"1982",,,"03-03-2003","22-10-1972",,,,,,,,,,
"21-12-2007","31-12-4712",29355,"2034",,,"03-03-2005","22-06-1975",,,,,,,,,,
"21-12-2006","31-12-4712",13730,"1342",,,"09-08-2006","10-09-1959",,,,,,,,,,
"21-12-2006","31-12-4712",11035,"1168",,,"17-08-2004","19-06-1951",,,,,,,,,,
"21-12-2005","31-12-4712",23327,"234",,,"30-05-2003","22-10-1955",,,,,,,,,,
"21-12-2004","31-12-4712",13717,"1329",,,"03-03-2001","22-10-1955",,,,,,,,,,
"21-12-2004","31-12-4712",13877,"1489",,,"03-03-2001","22-10-1955",,,,,,,,,,
"21-12-2003","31-12-4712",11060,"1181",,,"17-08-2002","10-08-1960",,,,,,,,,,
"21-12-2003","31-12-4712",10899,"1077",,,"17-08-2002","10-08-1960",,,,,,,,,,
"21-12-2002","31-12-4712",13709,"1321",,,"03-11-2000","22-10-1955",,,,,,,,,,
"21-12-2001","31-12-4712",12696,"138",,,"10-06-1999","19-09-1960",,,,,,,,,,
"21-12-2000","31-12-4712",6419,"557",,,"21-12-2000","31-12-1950",,,,,,,,,,
"21-12-2000","31-12-4712",11020,"1153",,,"01-02-1999","10-08-1960",,,,,,,,,,
"21-12-1999","31-12-4712",2265,"234",,,"21-12-1999","14-11-1965",,,,,,,,,,
"21-12-1999","31-12-4712",2264,"233",,,"21-12-1999","14-09-1967",,,,,,,,,,
"21-12-1999","31-12-4712",2262,"231",,,"21-12-1999","14-08-1967",,,,,,,,,,
"21-12-1999","31-12-4712",2263,"232",,,"21-12-1999","14-11-1967",,,,,,,,,,
"21-11-2010","31-12-4712",29322,"2001",,,"09-03-2007","10-08-1975",,,,,,,,,,
"21-11-2010","31-12-4712",29380,"2059",,,"30-04-2008","22-10-1965",,,,,,,,,,
"21-11-2007","31-12-4712",13822,"1434",,,"30-04-2005","22-10-1955",,,,,,,,,,
"21-11-2007","31-12-4712",13844,"1456",,,"25-03-2005","10-08-1960",,,,,,,,,,
"21-11-2007","31-12-4712",13736,"1348",,,"09-03-2005","10-08-1960",,,,,,,,,,
"21-11-2006","31-12-4712",23375,"282",,,"21-11-2005","19-06-1951",,,,,,,,,,
"21-11-2005","31-12-4712",10943,"1121",,,"09-06-2001","22-10-1955",,,,,,,,,,
"21-10-2009","31-12-4712",28830,"416",,,"21-10-2009","12-12-1966",,,,,,,,,,
"21-10-2008","31-12-4712",28116,"297",,,"21-10-2008","12-12-1966",,,,,,,,,,
"21-10-2007","31-12-4712",28903,"388",,,"21-10-2007","12-12-1966",,,,,,,,,,
"21-10-2007","31-12-4712",28207,"343",,,"21-10-2007","12-12-1966",,,,,,,,,,
"21-10-2005","31-12-4712",23418,"196",,,"21-10-2005","12-12-1966",,,,,,,,,,
"21-10-2004","31-12-4712",15961,"238",,,"21-10-2004","12-12-1966",,,,,,,,,,
"21-09-2007","31-12-4712",14105,"162",,,"12-07-2004","28-02-1949",,,,,,,,,,
"21-09-2005","31-12-4712",14084,"141",,,"03-09-2003","10-08-1960",,,,,,,,,,
"21-09-2003","31-12-4712",12976,"150",,,"15-09-2003","18-12-1956",,,,,,,,,,
"21-09-2003","31-12-4712",23312,"219",,,"11-02-2000","10-09-1959",,,,,,,,,,
"21-09-2003","31-12-4712",12975,"149",,,"15-09-2003","14-08-1960",,,,,,,,,,
"21-08-1997","31-12-4712",221,"109",,,"21-08-1997","02-03-1955",,,,,,,,,,
"21-08-1997","31-12-4712",222,"110",,,"21-08-1997","12-11-1975",,,,,,,,,,
"21-07-2002","31-12-4712",6339,"550",,,"06-12-2001","04-02-1966",,,,,,,,,,
"21-06-2009","31-12-4712",28832,"418",,,"03-03-2006","22-10-1955",,,,,,,,,,
"21-06-2007","31-12-4712",28118,"299",,,"03-03-2004","22-10-1975",,,,,,,,,,
"21-06-2007","31-12-4712",28209,"345",,,"03-03-2004","22-10-1955",,,,,,,,,,
"21-06-2006","31-12-4712",28905,"390",,,"03-03-2003","22-10-1975",,,,,,,,,,
"21-06-2005","31-12-4712",14117,"174",,,"20-07-2002","19-06-1951",,,,,,,,,,
"21-06-2004","31-12-4712",23420,"198",,,"03-03-2001","22-10-1975",,,,,,,,,,
"21-06-2004","31-12-4712",15963,"240",,,"03-03-2001","22-10-1955",,,,,,,,,,
"21-06-2003","31-12-4712",12295,"108",,,"21-06-2003","18-09-1970",,,,,,,,,,
"21-06-2000","31-12-4712",10927,"1105",,,"15-04-2000","19-06-1951",,,,,,,,,,
"21-05-2010","31-12-4712",29362,"2041",,,"11-10-2006","10-09-1959",,,,,,,,,,
"21-05-2010","31-12-4712",29400,"2079",,,"12-01-2008","10-09-1959",,,,,,,,,,
"21-05-2007","31-12-4712",13745,"1357",,,"30-11-2005","12-12-1966",,,,,,,,,,
"21-05-2007","31-12-4712",13804,"1416",,,"11-10-2006","10-09-1959",,,,,,,,,,
"21-05-2006","31-12-4712",28723,"1899",,,"21-05-2006","13-09-1973",,,,,,,,,,
"21-05-2006","31-12-4712",13744,"1356",,,"12-01-2006","10-09-1959",,,,,,,,,,
"21-05-2004","31-12-4712",14171,"1521",,,"21-05-2004","03-04-1971",,,,,,,,,,
"21-05-2003","31-12-4712",12034,"1262",,,"01-09-1999","12-02-1960",,,,,,,,,,
"21-05-2002","31-12-4712",7793,"902",,,"21-05-2002","12-04-1970",,,,,,,,,,
"21-04-2007","31-12-4712",11025,"1158",,,"21-03-2004","10-09-1959",,,,,,,,,,
"21-04-2005","31-12-4712",22589,"1606",,,"21-04-2005","19-05-1981",,,,,,,,,,
"21-04-2005","31-12-4712",22609,"1615",,,"21-04-2005","28-02-1981",,,,,,,,,,
"21-04-2002","31-12-4712",14055,"112",,,"21-06-2001","10-08-1960",,,,,,,,,,
"21-04-2001","31-12-4712",22610,"1616",,,"21-04-2001","10-01-1968",,,,,,,,,,
"21-04-2000","31-12-4712",22581,"1598",,,"21-04-2000","12-06-1949",,,,,,,,,,
"21-03-2009","31-12-4712",29399,"2078",,,"01-12-2006","19-06-1971",,,,,,,,,,
"21-03-2005","31-12-4712",13742,"1354",,,"01-12-2004","19-06-1951",,,,,,,,,,
"21-03-2005","31-12-4712",11015,"1148",,,"15-01-2001","10-09-1959",,,,,,,,,,
"21-03-1998","31-12-4712",1522,"213",,,"21-03-1998","30-10-1943",,,,,,,,,,
"21-02-2010","31-12-4712",29383,"2062",,,"07-01-2009","10-08-1960",,,,,,,,,,
"21-02-2007","31-12-4712",13825,"1437",,,"07-01-2006","10-08-1960",,,,,,,,,,
"21-02-2007","31-12-4712",23184,"1831",,,"21-02-2007","19-06-1951",,,,,,,,,,
"21-02-2006","31-12-4712",14015,"72",,,"15-05-2005","04-04-1962",,,,,,,,,,
"21-02-2005","31-12-4712",23322,"229",,,"19-02-2001","28-02-1949",,,,,,,,,,
"21-02-2005","31-12-4712",18720,"1565",,,"08-12-2002","30-09-1971",,,,,,,,,,
"21-02-2003","31-12-4712",11359,"1218",,,"21-02-2003","03-03-1971",,,,,,,,,,
"21-02-2003","31-12-4712",10987,"1130",,,"01-01-1998","01-01-1960",,,,,,,,,,
"21-02-2003","31-12-4712",12032,"1260",,,"11-01-2001","03-04-1969",,,,,,,,,,
"21-01-2006","31-12-4712",14159,"1513",,,"30-01-2003","30-08-1949",,,,,,,,,,
"21-01-2006","31-12-4712",11000,"1133",,,"02-01-2000","19-06-1951",,,,,,,,,,
"21-01-2004","31-12-4712",22587,"1604",,,"21-01-2004","15-10-1969",,,,,,,,,,
"21-01-2004","31-12-4712",22588,"1605",,,"21-01-2004","01-02-1980",,,,,,,,,,
"21-01-2000","31-12-4712",11464,"1248",,,"21-01-2000","10-08-1968",,,,,,,,,,
"21-01-1998","31-12-4712",12281,"94",,,"21-01-1998","26-05-1966",,,,,,,,,,
"21-01-1998","31-12-4712",12282,"95",,,"21-01-1998","08-02-1959",,,,,,,,,,
"21-01-1998","31-12-4712",12283,"96",,,"21-01-1998","14-10-1955",,,,,,,,,,
"21-01-1998","31-12-4712",12284,"97",,,"21-01-1998","10-11-1970",,,,,,,,,,
"21-01-1998","31-12-4712",12285,"98",,,"21-01-1998","17-03-1966",,,,,,,,,,
"21-01-1998","31-12-4712",12286,"99",,,"21-01-1998","14-09-1966",,,,,,,,,,
"21-01-1998","31-12-4712",12287,"100",,,"21-01-1998","15-03-1970",,,,,,,,,,
"21-01-1998","31-12-4712",12288,"101",,,"21-01-1998","27-12-1959",,,,,,,,,,
"21-01-1998","31-12-4712",12289,"102",,,"21-01-1998","11-01-1970",,,,,,,,,,
"21-01-1998","31-12-4712",12290,"103",,,"21-01-1998","15-08-1975",,,,,,,,,,
"21-01-1996","31-12-4712",148,"79",,,"21-01-1996","19-08-1956",,,,,,,,,,
"20-12-2011","31-12-4712",29583,"338",,,"01-06-2009","11-11-1951",,,,,,,,,,
"20-12-2011","31-12-4712",29144,"1932",,,"01-06-2009","11-11-1951",,,,,,,,,,
"20-12-2010","31-12-4712",29559,"322",,,"01-06-2008","11-11-1951",,,,,,,,,,
"20-12-2010","31-12-4712",29120,"1916",,,"01-06-2008","11-11-1951",,,,,,,,,,
"20-12-2009","31-12-4712",22925,"1718",,,"01-06-2007","30-11-1974",,,,,,,,,,
"20-12-2008","31-12-4712",22901,"1702",,,"01-06-2006","30-11-1974",,,,,,,,,,
"20-12-2008","31-12-4712",27795,"157",,,"02-06-2006","19-07-1965",,,,,,,,,,
"20-12-2008","31-12-4712",27771,"306",,,"01-06-2006","19-07-1965",,,,,,,,,,
"20-12-2007","31-12-4712",24198,"141",,,"02-06-2005","19-07-1965",,,,,,,,,,
"20-12-2007","31-12-4712",23273,"201",,,"01-06-2005","19-07-1965",,,,,,,,,,
"20-12-2007","31-12-4712",16592,"1554",,,"01-06-2005","19-07-1965",,,,,,,,,,
"20-12-2006","31-12-4712",11053,"1174",,,"24-04-2004","10-09-1959",,,,,,,,,,
"20-12-2003","31-12-4712",10920,"1098",,,"30-01-2003","10-09-1959",,,,,,,,,,
"20-12-2002","31-12-4712",11139,"1202",,,"20-12-2002","05-01-1980",,,,,,,,,,
"20-12-2002","31-12-4712",10914,"1092",,,"11-01-1997","12-12-1966",,,,,,,,,,
"20-12-2002","31-12-4712",11002,"1135",,,"22-12-1998","10-09-1959",,,,,,,,,,
"20-12-2002","31-12-4712",13509,"1297",,,"20-12-2002","09-06-1975",,,,,,,,,,
"20-12-2002","31-12-4712",11138,"1201",,,"20-12-2002","07-02-1977",,,,,,,,,,
"20-12-1999","31-12-4712",3501,"323",,,"20-12-1999","24-06-1960",,"US",,,,,,,,
"20-11-2008","31-12-4712",29281,"1960",,,"16-01-2001","19-06-1951",,,,,,,,,,
"20-11-2007","31-12-4712",13856,"1468",,,"20-11-2007","19-06-1951",,,,,,,,,,
"20-11-2007","31-12-4712",13741,"1353",,,"20-11-2007","19-06-1951",,,,,,,,,,
"20-11-2005","31-12-4712",23178,"1825",,,"16-01-1996","19-06-1951",,,,,,,,,,
"20-11-2002","31-12-4712",7433,"887",,,"13-08-2002","20-01-1966",,,,,,,,,,
"20-10-2009","31-12-4712",28841,"427",,,"20-10-2009","10-09-1959",,,,,,,,,,
"20-10-2007","31-12-4712",28218,"354",,,"20-10-2007","10-09-1959",,,,,,,,,,
"20-10-2007","31-12-4712",28127,"308",,,"20-10-2007","10-09-1978",,,,,,,,,,
"20-10-2007","31-12-4712",13784,"1396",,,"20-10-2007","12-12-1966",,,,,,,,,,
"20-10-2007","31-12-4712",14018,"75",,,"19-10-2006","12-12-1966",,,,,,,,,,
"20-10-2006","31-12-4712",28914,"399",,,"20-10-2006","10-09-1978",,,,,,,,,,
"20-10-2004","31-12-4712",23429,"207",,,"20-10-2004","10-09-1978",,,,,,,,,,
